"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","question_order"
"6484","<p>In this experiment, you will see 3 visualizations, each for 10 seconds.</p> <p> You need to remember the data fact <b>highlighted with annotation</b>, and try to recall it.</p>","0","html-button-response","0","6486","0.0-0.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"3374","","{""Q0"":""durian""}","survey-multi-choice","1","9862","0.0-1.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"1554","<p>Great! You passed the attention check. Now let's begin!</p>","0","html-button-response","2","11418","0.0-2.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart255.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","3","21428","0.0-3.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Filter-Bar-Color.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","4","31430","0.0-4.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart449.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","5","41432","0.0-5.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"27242","","{""Q0"":""The number of mobile customers in UK drops below 30 million from 2018 to 2019.""}","survey-multi-choice","6","68675","0.0-6.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart386.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","7","78677","0.0-7.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart542.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","8","88680","0.0-8.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Range-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","9","98681","0.0-9.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"7954","","{""Q0"":""People from most Asian countries spent 50 to 70 hours on smartphones.""}","survey-multi-choice","10","106637","0.0-10.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart468.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","11","116640","0.0-11.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart159.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","12","126641","0.0-12.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""RetrieveValue-Bar-Line.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","13","136644","0.0-13.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"17359","","{""Q0"":""The data is rather flat, sitting just above or below the 100 million mark""}","survey-multi-choice","14","154003","0.0-14.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart163.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","15","164006","0.0-15.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Trend-Bar-Mark.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","16","174008","0.0-16.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart208.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","17","184009","0.0-17.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"9221","","{""Q0"":""The employee number of Brunswick investment banking increased from 2014 to 2017""}","survey-multi-choice","18","193231","0.0-18.0","19","1","2024-06-25 16:39:58","327d8d61a69a55b6203573ad19e3ab64","66.25.217.55","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Chrome","126.0.0.0","Windows","10.0","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
