"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","question_order"
"null","<img src=""chart212.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","13","138324","0.0-13.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"31148","","{""Q0"":""In 2016, the national debt of Ireland reach the lowest.""}","survey-multi-choice","14","169475","0.0-14.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Trend-Bar-Bound.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","15","179484","0.0-15.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart552.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","16","189489","0.0-16.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart322.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","17","199493","0.0-17.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"7382","","{""Q0"":""The employee number of Brunswick investment banking increased from 2014 to 2017""}","survey-multi-choice","18","206880","0.0-18.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Compare-Bar-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","19","216886","0.0-19.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart159.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","20","226891","0.0-20.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart481.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","21","236896","0.0-21.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"8986","","{""Q0"":""China is spending more energy than the U.S. in 2019""}","survey-multi-choice","22","245885","0.0-22.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart4.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","23","255890","0.0-23.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart609.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","24","265895","0.0-24.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Filter-Line-Line.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","25","275904","0.0-25.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"16297","","{""Q0"":""There has been a large increase in coronavirus recoveries in Romania""}","survey-multi-choice","26","292204","0.0-26.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart571.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","27","302209","0.0-27.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Range-Line-Color.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","28","312215","0.0-28.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart191.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","29","322220","0.0-29.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"8633","","{""Q0"":""Since 2014, the unit sales is between 0.5 and 1.4 milion""}","survey-multi-choice","30","330857","0.0-30.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart370.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","31","340862","0.0-31.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart205.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","32","350868","0.0-32.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""RetrieveValue-Line-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","33","360872","0.0-33.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"13256","","{""Q0"":""In 2007, Waste Management operating value is around 13000 million dollars""}","survey-multi-choice","34","374131","0.0-34.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart489.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","35","384136","0.0-35.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Trend-Line-Text.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","36","394145","0.0-36.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart108.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","37","404152","0.0-37.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"10940","","{""Q0"":""The alchol consumption in UK has been droping since 2010""}","survey-multi-choice","38","415095","0.0-38.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Comapre-Line-Mark.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","39","425100","0.0-39.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart323.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","40","435107","0.0-40.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart514.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","41","445115","0.0-41.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"19305","","{""Q0"":""Debt rises from 2014 year on year until it peaks in 2018 at over 6 billion""}","survey-multi-choice","42","464424","0.0-42.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart316.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","43","474427","0.0-43.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Filter-Scatter-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","44","484435","0.0-44.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart491.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","45","494441","0.0-45.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"10443","","{""Q0"":""Some penguins are heavier than 5000 g""}","survey-multi-choice","46","504887","0.0-46.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Range-Scatter-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","47","514894","0.0-47.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart261.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","48","524901","0.0-48.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart502.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","49","534905","0.0-49.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"15941","","{""Q0"":""Most countries have less than 50000 income""}","survey-multi-choice","50","550850","0.0-50.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""RetrieveValue-Scatter-Color.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","51","560856","0.0-51.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart6.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","52","570860","0.0-52.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart113.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","53","580865","0.0-53.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"12657","","{""Q0"":""Over twelve years the ticket price has almost doubled but then it slowed down and stayed the same since 2018""}","survey-multi-choice","54","593527","0.0-54.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Trend-Scatter-Bound.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","55","603534","0.0-55.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart483.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","56","613540","0.0-56.0","8","1","2024-06-25 16:23:29","327d8d61a69a55b6203573ad19e3ab64","69.132.57.28","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.5 Safari/605.1.15","Macintosh","Safari","17.5","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
