"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","question_order"
"6279","<p>In this experiment, you will see 3 visualizations, each for 10 seconds.</p> <p> You need to remember the data fact <b>highlighted with annotation</b>, and try to recall it.</p>","0","html-button-response","0","6288","0.0-0.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"4319","","{""Q0"":""durian""}","survey-multi-choice","1","10611","0.0-1.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"1856","<p>Great! You passed the attention check. Now let's begin!</p>","0","html-button-response","2","12471","0.0-2.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart388.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","3","22475","0.0-3.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart632.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","4","32480","0.0-4.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""Filter-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","5","42485","0.0-5.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"12601","","{""Q0"":""The number of mobile customers in UK drops below 30 million from 2018 to 2019.""}","survey-multi-choice","6","55090","0.0-6.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""Range-Bar-Shade.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","7","65097","0.0-7.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart366.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","8","75101","0.0-8.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart412.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","9","85105","0.0-9.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"17689","","{""Q0"":""People from most Asian countries spent 50 to 70 hours on smartphones.""}","survey-multi-choice","10","102798","0.0-10.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9","[0]"
"null","<img src=""chart385.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","11","112804","0.0-11.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
"null","<img src=""chart277.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","12","122808","0.0-12.0","7","1","2024-06-25 16:18:54","327d8d61a69a55b6203573ad19e3ab64","67.184.106.133","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/124.0.0.0 Safari/537.36","Macintosh","Chrome","124.0.0.0","OS X","10_15_7","https://zkohudqett.cognition.run/","en-US,en;q=0.9",""
