"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","question_order"
"7606","<p>In this experiment, you will see 3 visualizations, each for 10 seconds.</p> <p> You need to remember the data fact <b>highlighted with annotation</b>, and try to recall it.</p>","0","html-button-response","0","7611","0.0-0.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"5488","","{""Q0"":""durian""}","survey-multi-choice","1","13102","0.0-1.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5","[0]"
"1834","<p>Great! You passed the attention check. Now let's begin!</p>","0","html-button-response","2","14938","0.0-2.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"null","<img src=""Filter-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","3","24942","0.0-3.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"null","<img src=""chart180.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","4","34946","0.0-4.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"null","<img src=""chart474.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","5","44950","0.0-5.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"13013","","{""Q0"":""The number of mobile customers in UK drops below 30 million from 2018 to 2019.""}","survey-multi-choice","6","57967","0.0-6.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5","[0]"
"null","<img src=""Range-Bar-Opacity.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","7","67974","0.0-7.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"null","<img src=""chart522.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","8","77981","0.0-8.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"null","<img src=""chart105.png"" style=""max-width:80%; margin:10px;"">","null","html-keyboard-response","9","87989","0.0-9.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5",""
"12850","","{""Q0"":""People from most Asian countries spent 50 to 70 hours on smartphones.""}","survey-multi-choice","10","100842","0.0-10.0","4","1","2024-06-25 16:08:20","327d8d61a69a55b6203573ad19e3ab64","70.235.126.66","Mozilla/5.0 (Macintosh; Intel Mac OS X 10.14; rv:109.0) Gecko/20100101 Firefox/115.0","Macintosh","Firefox","115.0","OS X","10.14","https://zkohudqett.cognition.run/","en-US,en;q=0.5","[0]"
