"init_locations","moves","final_locations","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","stimulus","response"
"[{""src"":""Sort-Compare-Bar-Color.png"",""x"":616,""y"":47},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":606,""y"":18},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":851,""y"":40},{""src"":""Sort-Compare-Bar-Text.png"",""x"":973,""y"":19}]","[{""src"":""Sort-Compare-Bar-Mark.png"",""x"":60,""y"":47},{""src"":""Sort-Compare-Bar-Color.png"",""x"":624,""y"":65},{""src"":""Sort-Compare-Bar-Text.png"",""x"":354,""y"":46},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":1118,""y"":52},{""src"":""Sort-Compare-Bar-Color.png"",""x"":841,""y"":49},{""src"":""Sort-Compare-Bar-Text.png"",""x"":585,""y"":62},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":343,""y"":60}]","[{""src"":""Sort-Compare-Bar-Color.png"",""x"":841,""y"":49},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":343,""y"":60},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":1118,""y"":52},{""src"":""Sort-Compare-Bar-Text.png"",""x"":585,""y"":62}]","23709","free-sort","0","23718","0.0-0.0","2305","1","2024-08-12 16:25:23","53de92ef0cbff06093468afbaa2d6dc6","75.222.180.255","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ja-JP;q=0.8,ja;q=0.7","",""
"[{""src"":""Sort-Trend-Line-Color.png"",""x"":570,""y"":21},{""src"":""Sort-Trend-Line-Line.png"",""x"":496,""y"":0},{""src"":""Sort-Trend-Line-Mark.png"",""x"":747,""y"":11},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":757,""y"":9},{""src"":""Sort-Trend-Line-Text.png"",""x"":1212,""y"":12},{""src"":""Sort-Trend-Line-Bound.png"",""x"":758,""y"":19},{""src"":""Sort-Trend-Line-Shade.png"",""x"":1066,""y"":25}]","[{""src"":""Sort-Trend-Line-Color.png"",""x"":733,""y"":105},{""src"":""Sort-Trend-Line-Line.png"",""x"":903,""y"":25},{""src"":""Sort-Trend-Line-Shade.png"",""x"":1039,""y"":24},{""src"":""Sort-Trend-Line-Bound.png"",""x"":955,""y"":37},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":962,""y"":19},{""src"":""Sort-Trend-Line-Mark.png"",""x"":584,""y"":22},{""src"":""Sort-Trend-Line-Color.png"",""x"":737,""y"":25},{""src"":""Sort-Trend-Line-Text.png"",""x"":409,""y"":28},{""src"":""Sort-Trend-Line-Color.png"",""x"":1187,""y"":20}]","[{""src"":""Sort-Trend-Line-Color.png"",""x"":1187,""y"":20},{""src"":""Sort-Trend-Line-Line.png"",""x"":903,""y"":25},{""src"":""Sort-Trend-Line-Mark.png"",""x"":584,""y"":22},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":962,""y"":19},{""src"":""Sort-Trend-Line-Text.png"",""x"":409,""y"":28},{""src"":""Sort-Trend-Line-Bound.png"",""x"":955,""y"":37},{""src"":""Sort-Trend-Line-Shade.png"",""x"":1039,""y"":24}]","20820","free-sort","1","44540","0.0-1.0","2305","1","2024-08-12 16:25:23","53de92ef0cbff06093468afbaa2d6dc6","75.222.180.255","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ja-JP;q=0.8,ja;q=0.7","",""
"[{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":351,""y"":12},{""src"":""Sort-Filter-Scatter-Color.png"",""x"":460,""y"":16},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":663,""y"":40},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":525,""y"":13},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":617,""y"":4}]","[{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":890,""y"":16},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":1168,""y"":34},{""src"":""Sort-Filter-Scatter-Color.png"",""x"":609,""y"":38},{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":448,""y"":16},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":793,""y"":43},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":976,""y"":34}]","[{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":448,""y"":16},{""src"":""Sort-Filter-Scatter-Color.png"",""x"":609,""y"":38},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":793,""y"":43},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":1168,""y"":34},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":976,""y"":34}]","13381","free-sort","2","57924","0.0-2.0","2305","1","2024-08-12 16:25:23","53de92ef0cbff06093468afbaa2d6dc6","75.222.180.255","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ja-JP;q=0.8,ja;q=0.7","",""
"","","","5685","html-button-response","3","63613","0.0-3.0","2305","1","2024-08-12 16:25:23","53de92ef0cbff06093468afbaa2d6dc6","75.222.180.255","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ja-JP;q=0.8,ja;q=0.7","<p> Thanks for your participation! The prolific code is <b>CVE7UWMV</b></p> Please copy and paste the code before you exit.","0"
