"init_locations","moves","final_locations","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","stimulus","response"
"[{""src"":""Sort-Range-Bar-Bound.png"",""x"":987,""y"":12},{""src"":""Sort-Range-Bar-Line.png"",""x"":627,""y"":12},{""src"":""Sort-Range-Bar-Color.png"",""x"":1232,""y"":0},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":1117,""y"":22},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1045,""y"":25}]","[{""src"":""Sort-Range-Bar-Line.png"",""x"":118,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":643,""y"":105},{""src"":""Sort-Range-Bar-Bound.png"",""x"":1092,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":277,""y"":105},{""src"":""Sort-Range-Bar-Line.png"",""x"":662,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":1202,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":1202,""y"":105},{""src"":""Sort-Range-Bar-Bound.png"",""x"":1231,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":1202,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":1252,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":1252,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1284,""y"":105},{""src"":""Sort-Range-Bar-Line.png"",""x"":1293,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1284,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1284,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":95,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":106,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":106,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":117,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":117,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":129,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":129,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":127,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":127,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":1166,""y"":39},{""src"":""Sort-Range-Bar-Shade.png"",""x"":653,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":636,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1295,""y"":105},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":1308,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1302,""y"":10},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":810,""y"":105},{""src"":""Sort-Range-Bar-Color.png"",""x"":809,""y"":91},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":810,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":813,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":813,""y"":105},{""src"":""Sort-Range-Bar-Line.png"",""x"":785,""y"":105},{""src"":""Sort-Range-Bar-Shade.png"",""x"":813,""y"":105},{""src"":""Sort-Range-Bar-Bound.png"",""x"":1171,""y"":37},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1149,""y"":17},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":1136,""y"":24},{""src"":""Sort-Range-Bar-Color.png"",""x"":697,""y"":21},{""src"":""Sort-Range-Bar-Line.png"",""x"":1126,""y"":37}]","[{""src"":""Sort-Range-Bar-Bound.png"",""x"":1171,""y"":37},{""src"":""Sort-Range-Bar-Line.png"",""x"":1126,""y"":37},{""src"":""Sort-Range-Bar-Color.png"",""x"":697,""y"":21},{""src"":""Sort-Range-Bar-Opacity.png"",""x"":1136,""y"":24},{""src"":""Sort-Range-Bar-Shade.png"",""x"":1149,""y"":17}]","149946","free-sort","0","149950","0.0-0.0","2448","1","2024-08-12 16:31:37","53de92ef0cbff06093468afbaa2d6dc6","104.251.81.74","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0","","Firefox","129.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.5","",""
"[{""src"":""Sort-Trend-Line-Color.png"",""x"":1180,""y"":27},{""src"":""Sort-Trend-Line-Line.png"",""x"":1083,""y"":18},{""src"":""Sort-Trend-Line-Mark.png"",""x"":1115,""y"":6},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":168,""y"":23},{""src"":""Sort-Trend-Line-Text.png"",""x"":901,""y"":19},{""src"":""Sort-Trend-Line-Bound.png"",""x"":390,""y"":2},{""src"":""Sort-Trend-Line-Shade.png"",""x"":771,""y"":10}]","[{""src"":""Sort-Trend-Line-Text.png"",""x"":1004,""y"":105},{""src"":""Sort-Trend-Line-Text.png"",""x"":1004,""y"":105},{""src"":""Sort-Trend-Line-Text.png"",""x"":1083,""y"":105},{""src"":""Sort-Trend-Line-Text.png"",""x"":936,""y"":105},{""src"":""Sort-Trend-Line-Text.png"",""x"":1071,""y"":17},{""src"":""Sort-Trend-Line-Bound.png"",""x"":1096,""y"":12},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":1099,""y"":11},{""src"":""Sort-Trend-Line-Shade.png"",""x"":1097,""y"":13}]","[{""src"":""Sort-Trend-Line-Color.png"",""x"":1180,""y"":27},{""src"":""Sort-Trend-Line-Line.png"",""x"":1083,""y"":18},{""src"":""Sort-Trend-Line-Mark.png"",""x"":1115,""y"":6},{""src"":""Sort-Trend-Line-Opacity.png"",""x"":1099,""y"":11},{""src"":""Sort-Trend-Line-Text.png"",""x"":1071,""y"":17},{""src"":""Sort-Trend-Line-Bound.png"",""x"":1096,""y"":12},{""src"":""Sort-Trend-Line-Shade.png"",""x"":1097,""y"":13}]","29008","free-sort","1","178964","0.0-1.0","2448","1","2024-08-12 16:31:37","53de92ef0cbff06093468afbaa2d6dc6","104.251.81.74","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0","","Firefox","129.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.5","",""
"[{""src"":""Sort-Compare-Scatter-Color.png"",""x"":1046,""y"":2},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":90,""y"":38},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":822,""y"":12},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":632,""y"":22}]","[{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":254,""y"":115},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":1100,""y"":29},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":46,""y"":18},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":1096,""y"":24},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":1114,""y"":37},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":1096,""y"":24}]","[{""src"":""Sort-Compare-Scatter-Color.png"",""x"":1100,""y"":29},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":1114,""y"":37},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":46,""y"":18},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":1096,""y"":24}]","28952","free-sort","2","207920","0.0-2.0","2448","1","2024-08-12 16:31:37","53de92ef0cbff06093468afbaa2d6dc6","104.251.81.74","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0","","Firefox","129.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.5","",""
"","","","7933","html-button-response","3","215858","0.0-3.0","2448","1","2024-08-12 16:31:37","53de92ef0cbff06093468afbaa2d6dc6","104.251.81.74","Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:129.0) Gecko/20100101 Firefox/129.0","","Firefox","129.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.5","<p> Thanks for your participation! The prolific code is <b>CVE7UWMV</b></p> Please copy and paste the code before you exit.","0"
