"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language"
"1086","458","true","Edge","127.0.0.0","false","Windows 10","true","61.05","true","true","browser-check","0","83433","0.0-0.0","460","1","2024-07-29 18:50:58","b0e02d76891de4098917a4775b26ae70","45.20.120.68","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36 Edg/127.0.0.0","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,und;q=0.8,de-DE;q=0.7,de;q=0.6"
