"init_locations","moves","final_locations","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language","stimulus","response"
"[{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":464,""y"":5},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":574,""y"":20},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":765,""y"":30},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":742,""y"":23},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":695,""y"":47}]","[{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":324,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":357,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":574,""y"":20},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":139,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":357,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":342,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":139,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":139,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":342,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":341,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":139,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":139,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":336,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":545,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":740,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":960,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":740,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":336,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":741,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":741,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":336,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":565,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":74,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":854,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":959,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":992,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":402,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":277,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":484,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":677,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":279,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":451,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":371,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":955,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":777,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":508,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":424,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":761,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":568,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":376,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":144,""y"":115},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":86,""y"":20},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":291,""y"":38},{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":494,""y"":50},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":712,""y"":63},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":939,""y"":44},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":726,""y"":61}]","[{""src"":""Sort-RetrieveValue-Bar-Color.png"",""x"":494,""y"":50},{""src"":""Sort-RetrieveValue-Bar-Line.png"",""x"":85,""y"":19},{""src"":""Sort-RetrieveValue-Bar-Mark.png"",""x"":726,""y"":61},{""src"":""Sort-RetrieveValue-Bar-Opacity.png"",""x"":290,""y"":37},{""src"":""Sort-RetrieveValue-Bar-Text.png"",""x"":939,""y"":43}]","641459","free-sort","0","641465","0.0-0.0","2035","1","2024-08-12 16:22:28","53de92ef0cbff06093468afbaa2d6dc6","174.73.247.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,sv;q=0.8,fr;q=0.7","",""
"[{""src"":""Sort-Range-Line-Bound.png"",""x"":647,""y"":8},{""src"":""Sort-Range-Line-Line.png"",""x"":71,""y"":14},{""src"":""Sort-Range-Line-Color.png"",""x"":853,""y"":7},{""src"":""Sort-Range-Line-Opacity.png"",""x"":898,""y"":14},{""src"":""Sort-Range-Line-Shade.png"",""x"":422,""y"":26}]","[{""src"":""Sort-Range-Line-Opacity.png"",""x"":1002,""y"":105},{""src"":""Sort-Range-Line-Opacity.png"",""x"":1002,""y"":105},{""src"":""Sort-Range-Line-Color.png"",""x"":812,""y"":60},{""src"":""Sort-Range-Line-Opacity.png"",""x"":309,""y"":105},{""src"":""Sort-Range-Line-Color.png"",""x"":996,""y"":15},{""src"":""Sort-Range-Line-Bound.png"",""x"":227,""y"":105},{""src"":""Sort-Range-Line-Opacity.png"",""x"":791,""y"":26},{""src"":""Sort-Range-Line-Shade.png"",""x"":214,""y"":50},{""src"":""Sort-Range-Line-Bound.png"",""x"":571,""y"":28},{""src"":""Sort-Range-Line-Shade.png"",""x"":336,""y"":35},{""src"":""Sort-Range-Line-Shade.png"",""x"":296,""y"":41}]","[{""src"":""Sort-Range-Line-Bound.png"",""x"":570,""y"":28},{""src"":""Sort-Range-Line-Line.png"",""x"":71,""y"":14},{""src"":""Sort-Range-Line-Color.png"",""x"":996,""y"":15},{""src"":""Sort-Range-Line-Opacity.png"",""x"":790,""y"":25},{""src"":""Sort-Range-Line-Shade.png"",""x"":295,""y"":40}]","105950","free-sort","1","747418","0.0-1.0","2035","1","2024-08-12 16:22:28","53de92ef0cbff06093468afbaa2d6dc6","174.73.247.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,sv;q=0.8,fr;q=0.7","",""
"[{""src"":""Sort-Compare-Scatter-Color.png"",""x"":147,""y"":4},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":465,""y"":13},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":368,""y"":31},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":911,""y"":45}]","[{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":42,""y"":115},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":324,""y"":115},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":466,""y"":115},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":463,""y"":115},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":903,""y"":115},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":464,""y"":115},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":324,""y"":115},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":464,""y"":115},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":235,""y"":115},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":253,""y"":43},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":71,""y"":40},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":509,""y"":39},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":881,""y"":31},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":309,""y"":99},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":593,""y"":115},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":610,""y"":106},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":598,""y"":7},{""src"":""Sort-Compare-Scatter-Color.png"",""x"":321,""y"":22}]","[{""src"":""Sort-Compare-Scatter-Color.png"",""x"":320,""y"":22},{""src"":""Sort-Compare-Scatter-Mark.png"",""x"":597,""y"":7},{""src"":""Sort-Compare-Scatter-Opacity.png"",""x"":71,""y"":40},{""src"":""Sort-Compare-Scatter-Text.png"",""x"":880,""y"":30}]","117798","free-sort","2","865219","0.0-2.0","2035","1","2024-08-12 16:22:28","53de92ef0cbff06093468afbaa2d6dc6","174.73.247.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,sv;q=0.8,fr;q=0.7","",""
"","","","47057","html-button-response","3","912278","0.0-3.0","2035","1","2024-08-12 16:22:28","53de92ef0cbff06093468afbaa2d6dc6","174.73.247.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,sv;q=0.8,fr;q=0.7","<p> Thanks for your participation! The prolific code is <b>CVE7UWMV</b></p> Please copy and paste the code before you exit.","0"
