"width","height","webaudio","browser","browser_version","mobile","os","fullscreen","vsync_rate","webcam","microphone","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","platform","platform_version","referer","accept_language","rt","response"
"1844","926","true","Chrome","126.0.0.0","false","Windows 10","true","60.2","true","true","browser-check","0","151727","0.0-0.0","552","1","2024-07-29 18:55:24","b0e02d76891de4098917a4775b26ae70","65.17.187.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","",""
"","","","Chrome","126.0.0.0","","","","","","","survey-text","1","158768","0.0-1.0","552","1","2024-07-29 18:55:24","b0e02d76891de4098917a4775b26ae70","65.17.187.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/126.0.0.0 Safari/537.36","WebKit","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9","7035","{""Q0"":""633fadee5fc02d5c5e7c8eec""}"
