"init_locations","moves","final_locations","rt","trial_type","trial_index","time_elapsed","internal_node_id","run_id","condition","recorded_at","source_code_version","ip","user_agent","device","browser","browser_version","platform","platform_version","referer","accept_language"
"[{""src"":""Sort-Compare-Bar-Color.png"",""x"":398,""y"":28},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":1009,""y"":5},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":220,""y"":21},{""src"":""Sort-Compare-Bar-Text.png"",""x"":47,""y"":7}]","[{""src"":""Sort-Compare-Bar-Color.png"",""x"":600,""y"":17},{""src"":""Sort-Compare-Bar-Color.png"",""x"":1092,""y"":32},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":1098,""y"":23},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":67,""y"":25},{""src"":""Sort-Compare-Bar-Text.png"",""x"":651,""y"":13}]","[{""src"":""Sort-Compare-Bar-Color.png"",""x"":1092,""y"":32},{""src"":""Sort-Compare-Bar-Mark.png"",""x"":1097,""y"":23},{""src"":""Sort-Compare-Bar-Opacity.png"",""x"":67,""y"":25},{""src"":""Sort-Compare-Bar-Text.png"",""x"":651,""y"":12}]","15282","free-sort","0","15293","0.0-0.0","2215","1","2024-08-12 16:24:22","53de92ef0cbff06093468afbaa2d6dc6","97.65.135.106","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ko;q=0.8,und;q=0.7,es;q=0.6"
"[{""src"":""Sort-RetrieveValue-Line-Color.png"",""x"":1173,""y"":19},{""src"":""Sort-RetrieveValue-Line-Line.png"",""x"":430,""y"":44},{""src"":""Sort-RetrieveValue-Line-Mark.png"",""x"":715,""y"":1},{""src"":""Sort-RetrieveValue-Line-Opacity.png"",""x"":532,""y"":16},{""src"":""Sort-RetrieveValue-Line-Text.png"",""x"":1078,""y"":10}]","[{""src"":""Sort-RetrieveValue-Line-Line.png"",""x"":716,""y"":21},{""src"":""Sort-RetrieveValue-Line-Mark.png"",""x"":135,""y"":15},{""src"":""Sort-RetrieveValue-Line-Opacity.png"",""x"":132,""y"":13},{""src"":""Sort-RetrieveValue-Line-Text.png"",""x"":162,""y"":30},{""src"":""Sort-RetrieveValue-Line-Color.png"",""x"":159,""y"":23},{""src"":""Sort-RetrieveValue-Line-Line.png"",""x"":1177,""y"":-2},{""src"":""Sort-RetrieveValue-Line-Text.png"",""x"":309,""y"":24},{""src"":""Sort-RetrieveValue-Line-Opacity.png"",""x"":650,""y"":-1},{""src"":""Sort-RetrieveValue-Line-Mark.png"",""x"":643,""y"":13}]","[{""src"":""Sort-RetrieveValue-Line-Color.png"",""x"":159,""y"":23},{""src"":""Sort-RetrieveValue-Line-Line.png"",""x"":1176,""y"":-2},{""src"":""Sort-RetrieveValue-Line-Mark.png"",""x"":643,""y"":12},{""src"":""Sort-RetrieveValue-Line-Opacity.png"",""x"":649,""y"":-1},{""src"":""Sort-RetrieveValue-Line-Text.png"",""x"":309,""y"":24}]","20464","free-sort","1","35759","0.0-1.0","2215","1","2024-08-12 16:24:22","53de92ef0cbff06093468afbaa2d6dc6","97.65.135.106","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ko;q=0.8,und;q=0.7,es;q=0.6"
"[{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":710,""y"":30},{""src"":""Sort-Filter-Scatter-Color.png"",""x"":27,""y"":22},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":182,""y"":45},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":902,""y"":35},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":863,""y"":5}]","[{""src"":""Sort-Filter-Scatter-Color.png"",""x"":1108,""y"":20},{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":96,""y"":37},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":1113,""y"":25},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":135,""y"":40},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":652,""y"":25},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":182,""y"":22}]","[{""src"":""Sort-Filter-Scatter-Bound.png"",""x"":95,""y"":37},{""src"":""Sort-Filter-Scatter-Color.png"",""x"":1107,""y"":19},{""src"":""Sort-Filter-Scatter-Line.png"",""x"":1113,""y"":25},{""src"":""Sort-Filter-Scatter-Opacity.png"",""x"":651,""y"":25},{""src"":""Sort-Filter-Scatter-Shade.png"",""x"":182,""y"":21}]","13784","free-sort","2","49545","0.0-2.0","2215","1","2024-08-12 16:24:22","53de92ef0cbff06093468afbaa2d6dc6","97.65.135.106","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/127.0.0.0 Safari/537.36","WebKit","Chrome","127.0.0.0","Windows","10.0","https://wvbvqp7xwd.cognition.run/","en-US,en;q=0.9,ko;q=0.8,und;q=0.7,es;q=0.6"
